timestamp,P1,P2,year,month
2019-08-01 09:00:23,4.816944444444444,2.099675925925926,2019,8
2019-08-01 09:03:19,4.824377880184333,2.1090322580645164,2019,8
2019-08-01 09:06:07,4.824654377880185,2.113963133640553,2019,8
2019-08-01 09:08:56,4.848018433179724,2.1199539170506916,2019,8
2019-08-01 09:11:11,4.850229357798166,2.129954128440367,2019,8
2019-08-01 09:13:47,4.854954128440366,2.137155963302752,2019,8
2019-08-01 09:16:32,4.8644495412844035,2.1448165137614676,2019,8
2019-08-01 09:19:19,4.869954128440367,2.1507798165137615,2019,8
2019-08-01 09:21:50,4.877614678899082,2.1587155963302753,2019,8
2019-08-01 09:27:09,4.873963133640554,2.1516129032258062,2019,8
2019-08-01 09:29:49,4.8674074074074065,2.148935185185185,2019,8
2019-08-01 09:32:30,4.868935185185186,2.1535648148148145,2019,8
2019-08-01 09:35:08,4.873888888888889,2.1586574074074076,2019,8
2019-08-01 09:37:41,4.877916666666668,2.1625,2019,8
2019-08-01 09:43:04,4.896418604651163,2.162930232558139,2019,8
2019-08-01 09:45:33,4.897488372093023,2.168372093023256,2019,8
2019-08-01 09:48:01,4.907720930232557,2.172697674418605,2019,8
2019-08-01 09:50:29,4.918744186046512,2.1807441860465118,2019,8
2019-08-01 09:52:57,4.926837209302326,2.1849302325581395,2019,8
2019-08-01 09:55:24,4.931813953488372,2.191767441860465,2019,8
2019-08-01 09:57:52,4.9490232558139535,2.199674418604651,2019,8
2019-08-01 10:02:54,4.90892523364486,2.2041588785046726,2019,8
2019-08-01 10:05:23,4.9154672897196265,2.2117757009345795,2019,8
2019-08-01 10:07:51,4.909859813084112,2.2183177570093457,2019,8
2019-08-01 10:10:18,4.9204205607476625,2.2251401869158878,2019,8
2019-08-01 10:12:46,4.924439252336448,2.2344859813084113,2019,8
2019-08-01 10:15:13,4.944999999999999,2.243551401869159,2019,8
2019-08-01 10:17:41,4.953411214953271,2.2545794392523364,2019,8
2019-08-01 10:20:09,4.974439252336449,2.266728971962617,2019,8
2019-08-01 10:22:36,4.974299065420561,2.2770093457943927,2019,8
2019-08-01 10:25:04,5.005,2.290747663551402,2019,8
2019-08-01 10:27:32,5.013130841121495,2.301822429906542,2019,8
2019-08-01 10:30:00,5.0343457943925225,2.309626168224299,2019,8
2019-08-01 10:32:29,5.048831775700934,2.3223831775700936,2019,8
2019-08-01 10:34:58,5.053504672897197,2.3329906542056076,2019,8
2019-08-01 10:37:26,5.059392523364485,2.3458878504672898,2019,8
2019-08-01 10:39:54,5.061261682242991,2.354158878504673,2019,8
2019-08-01 10:42:22,5.067009345794393,2.3642990654205605,2019,8
2019-08-01 10:44:50,5.072149532710281,2.3723831775700934,2019,8
2019-08-01 10:47:18,5.074626168224299,2.3757943925233644,2019,8
2019-08-01 10:49:46,5.072757009345794,2.3814018691588785,2019,8
2019-08-01 10:52:14,5.060607476635514,2.385327102803738,2019,8
2019-08-01 10:54:42,5.058738317757009,2.393878504672897,2019,8
2019-08-01 10:57:10,5.0548130841121495,2.4008878504672895,2019,8
2019-08-01 10:59:38,5.043130841121496,2.4066355140186917,2019,8
2019-08-01 11:02:06,5.035934579439251,2.417056074766355,2019,8
