timestamp,P1,P2,year,month
2019-10-01 01:33:46,13.337333333333333,10.802857142857135,2019,10
2019-10-01 02:35:02,12.5825,10.802857142857135,2019,10
2019-10-01 03:36:41,13.177647058823528,10.617999999999993,2019,10
2019-10-01 08:03:13,13.861333333333334,11.451538461538453,2019,10
2019-10-01 11:01:31,12.378,12.741428571428555,2019,10
2019-10-01 11:59:47,12.280000000000001,12.011249999999984,2019,10
2019-10-01 18:35:15,8.697142857142856,8.269999999999971,2019,10
2019-10-01 19:03:44,8.6225,7.659999999999977,2019,10
2019-10-01 19:32:02,8.486666666666666,7.271666666666648,2019,10
2019-10-01 21:58:00,8.508,7.117142857142841,2019,10
2019-10-02 00:53:21,8.525454545454545,7.029999999999986,2019,10
2019-10-02 01:21:42,8.506666666666666,6.966666666666654,2019,10
2019-10-02 01:50:06,9.243333333333332,6.832999999999989,2019,10
2019-10-02 06:14:33,8.723636363636363,6.656999999999988,2019,10
2019-10-02 06:42:56,8.746666666666666,6.655454545454535,2019,10
2019-10-02 07:40:59,8.170769230769231,6.655454545454535,2019,10
2019-10-02 08:09:52,7.909230769230769,6.513636363636354,2019,10
2019-10-02 09:08:37,8.144285714285713,6.680833333333324,2019,10
2019-10-02 09:37:21,8.308,6.732307692307684,2019,10
2019-10-02 11:35:00,8.770666666666667,6.605714285714278,2019,10
2019-10-02 13:02:18,8.450666666666667,6.463571428571421,2019,10
2019-10-02 13:30:42,7.859999999999999,6.175999999999992,2019,10
2019-10-02 17:55:55,8.438823529411764,6.724374999999993,2019,10
2019-10-02 21:52:41,9.377333333333333,7.4521428571428485,2019,10
