timestamp,P1,P2,year,month
2021-02-01 00:20:34,3.141666666666666,1.5020833333333288,2021,2
2021-02-01 00:48:43,3.1333333333333333,1.5268749999999953,2021,2
2021-02-01 01:16:51,3.172916666666666,1.5797916666666623,2021,2
2021-02-01 01:45:01,3.2229166666666664,1.6283333333333285,2021,2
2021-02-01 03:39:16,3.4804347826086954,1.7752173913043428,2021,2
2021-02-01 04:07:46,3.567391304347826,1.8636956521739079,2021,2
2021-02-01 04:35:59,3.6260869565217395,1.9158695652173863,2021,2
2021-02-01 05:32:43,3.76,2.0199999999999947,2021,2
2021-02-01 06:00:53,3.9644444444444447,2.067111111111106,2021,2
2021-02-01 08:52:33,4.556097560975609,2.3356097560975555,2021,2
2021-02-01 09:20:48,4.931707317073171,2.4343902439024334,2021,2
2021-02-01 09:49:13,5.329268292682927,2.5231707317073115,2021,2
2021-02-01 10:17:43,5.552380952380952,2.5769047619047565,2021,2
2021-02-01 10:46:20,5.7404761904761905,2.666904761904757,2021,2
2021-02-01 11:14:48,6.069047619047619,2.8080952380952326,2021,2
2021-02-01 11:43:13,6.4,2.9471428571428513,2021,2
2021-02-01 12:11:22,6.685714285714286,3.051190476190471,2021,2
2021-02-01 12:39:29,6.852380952380953,3.13571428571428,2021,2
2021-02-01 13:08:07,7.021428571428572,3.208571428571423,2021,2
2021-02-01 13:36:30,7.25,3.263571428571423,2021,2
2021-02-01 14:04:39,7.402380952380954,3.3090476190476132,2021,2
2021-02-01 14:32:47,7.602380952380953,3.384285714285709,2021,2
2021-02-01 15:00:55,7.89047619047619,3.4823809523809466,2021,2
2021-02-01 15:29:10,7.9785714285714295,3.541666666666661,2021,2
2021-02-01 15:57:18,8.102380952380951,3.579047619047614,2021,2
2021-02-01 16:25:34,8.169047619047618,3.6207142857142802,2021,2
2021-02-01 16:53:56,8.35,3.6876190476190422,2021,2
2021-02-01 17:22:03,8.533333333333333,3.7459523809523754,2021,2
2021-02-01 17:50:10,8.692857142857141,3.795952380952375,2021,2
2021-02-01 18:18:39,8.72857142857143,3.8166666666666607,2021,2
2021-02-01 18:46:47,8.778571428571428,3.8145238095238043,2021,2
2021-02-01 19:14:59,8.933333333333334,3.8292857142857084,2021,2
2021-02-01 19:43:09,8.978571428571428,3.8397619047618994,2021,2
2021-02-01 20:11:35,8.857142857142858,3.7823809523809473,2021,2
2021-02-01 20:39:47,8.973809523809523,3.8052380952380895,2021,2
2021-02-01 21:07:57,8.952380952380953,3.799047619047614,2021,2
2021-02-01 21:36:06,8.976190476190476,3.808333333333328,2021,2
2021-02-01 22:04:13,9.057142857142857,3.8528571428571374,2021,2
2021-02-01 22:32:17,9.011904761904763,3.827619047619043,2021,2
2021-02-01 23:00:26,8.885714285714286,3.7957142857142805,2021,2
2021-02-01 23:29:08,8.852380952380951,3.779999999999995,2021,2
2021-02-01 23:57:39,8.928571428571429,3.777619047619042,2021,2
2021-02-02 00:25:49,8.797619047619047,3.6895238095238043,2021,2
2021-02-02 00:53:58,8.769047619047617,3.634523809523804,2021,2
