timestamp,P1
2018-01-10 00:00:08,34.27
2018-01-10 00:02:35,34.5
2018-01-10 00:05:01,34.49
2018-01-10 00:07:28,34.775
2018-01-10 00:09:55,35.586
2018-01-10 00:12:21,34.68333333333334
2018-01-10 00:14:48,34.42857142857143
2018-01-10 00:17:14,34.17125
2018-01-10 00:19:41,34.593333333333334
2018-01-10 00:22:08,35.611000000000004
2018-01-10 00:24:34,35.373636363636365
2018-01-10 00:27:01,35.4175
2018-01-10 00:29:28,35.72923076923077
2018-01-10 00:31:56,36.027142857142856
2018-01-10 00:34:23,36.432
2018-01-10 00:36:51,36.953125
2018-01-10 00:39:23,37.101176470588236
2018-01-10 00:41:50,37.56777777777778
2018-01-10 00:44:16,38.21684210526316
2018-01-10 00:46:43,38.301
2018-01-10 00:49:10,37.71666666666666
2018-01-10 00:51:36,37.18727272727273
2018-01-10 00:54:04,36.58652173913043
2018-01-10 00:56:31,35.73583333333333
2018-01-10 00:58:58,35.1144
2018-01-10 01:01:25,34.38692307692308
2018-01-10 01:03:52,33.62703703703704
2018-01-10 01:06:19,32.88928571428572
2018-01-10 01:08:46,32.11379310344828
2018-01-10 01:11:13,31.374333333333333
2018-01-10 01:13:40,30.593548387096774
2018-01-10 01:16:07,29.849999999999998
2018-01-10 01:18:33,29.138484848484847
2018-01-10 01:21:00,28.455
2018-01-10 01:23:27,27.77257142857143
2018-01-10 01:25:53,27.29083333333333
2018-01-10 01:28:21,26.72351351351351
2018-01-10 01:30:47,26.120263157894733
2018-01-10 01:33:15,25.612051282051276
2018-01-10 01:35:41,25.119999999999994
2018-01-10 01:38:08,24.612926829268286
2018-01-10 01:40:34,24.091190476190473
2018-01-10 01:43:01,23.575813953488368
2018-01-10 01:45:28,23.11272727272727
2018-01-10 01:47:54,22.693111111111108
2018-01-10 01:50:22,22.245434782608694
2018-01-10 01:52:48,21.85148936170212
2018-01-10 01:55:15,21.489374999999995
2018-01-10 01:57:43,21.13244897959183
2018-01-10 02:00:11,20.814399999999996
2018-01-10 02:02:37,20.563725490196074
2018-01-10 02:05:04,20.253461538461536
2018-01-10 02:07:31,19.993396226415094
2018-01-10 02:09:58,19.77
2018-01-10 02:12:26,19.52690909090909
2018-01-10 02:14:54,19.351428571428574
2018-01-10 02:17:20,19.15929824561404
2018-01-10 02:19:47,19.040517241379312
2018-01-10 02:22:14,18.991864406779666
2018-01-10 02:24:40,18.92033333333334
2018-01-10 02:27:07,18.797049180327875
2018-01-10 02:29:33,18.707903225806458
2018-01-10 02:32:00,18.65222222222223
2018-01-10 02:34:27,18.540468750000006
2018-01-10 02:36:53,18.566461538461546
2018-01-10 02:39:20,18.53060606060607
2018-01-10 02:41:48,18.42865671641792
2018-01-10 02:44:15,18.323823529411772
