dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,16.98770833333334,6.628333333333334,2022,10
Friday,1,20.12212121212121,8.445757575757575,2022,10
Friday,2,23.775581395348844,10.56651162790698,2022,10
Friday,3,17.242600000000007,8.601,2022,10
Friday,4,15.905306122448982,7.788775510204083,2022,10
Friday,5,14.669999999999996,6.147142857142857,2022,10
Friday,6,11.5392,3.629599999999999,2022,10
Friday,7,11.917142857142858,3.281224489795919,2022,10
Friday,8,11.734772727272725,2.577045454545455,2022,10
Friday,9,7.576470588235293,1.8832352941176471,2022,10
Friday,10,12.914687499999998,2.398125,2022,10
Friday,11,10.065909090909091,2.119545454545454,2022,10
Friday,12,9.987741935483871,2.282903225806452,2022,10
Friday,13,11.372857142857143,2.0760714285714283,2022,10
Friday,14,8.045434782608696,1.617826086956521,2022,10
Friday,15,14.823249999999998,2.4772500000000006,2022,10
Friday,16,13.938541666666666,2.3916666666666666,2022,10
Friday,17,15.030408163265305,2.9455102040816334,2022,10
Friday,18,12.368571428571425,2.709999999999999,2022,10
Friday,19,15.871224489795921,4.283061224489797,2022,10
Friday,20,18.577142857142857,5.3599999999999985,2022,10
Friday,21,19.337,5.559,2022,10
Friday,22,14.998125000000002,4.465625,2022,10
Friday,23,13.417599999999995,3.8678,2022,10
Monday,0,15.450212765957449,5.571702127659575,2022,10
Monday,1,13.319166666666668,5.293333333333333,2022,10
Monday,2,9.419999999999996,3.5890909090909093,2022,10
Monday,3,4.1748,1.1847999999999999,2022,10
Monday,4,3.8232,0.9520000000000001,2022,10
Monday,5,3.7184000000000004,1.0104000000000002,2022,10
Monday,6,3.804166666666667,1.263333333333333,2022,10
Monday,7,6.821200000000001,2.3568,2022,10
Monday,8,7.32375,1.7750000000000001,2022,10
Monday,9,9.773636363636363,1.780909090909091,2022,10
Monday,10,8.6225,1.6212499999999999,2022,10
Monday,11,9.395333333333333,1.7973333333333332,2022,10
Monday,12,8.656666666666665,1.6806666666666668,2022,10
Monday,13,4.720833333333334,1.0208333333333333,2022,10
Monday,14,5.622857142857143,1.2414285714285715,2022,10
Monday,15,6.270999999999999,1.1974999999999998,2022,10
Monday,16,7.329583333333335,1.5212500000000002,2022,10
Monday,17,7.0233333333333325,1.6041666666666667,2022,10
Monday,18,6.976956521739131,1.5243478260869563,2022,10
Monday,19,8.944166666666666,2.46,2022,10
Monday,20,8.9312,2.1915999999999998,2022,10
Monday,21,9.567083333333334,2.4808333333333334,2022,10
Monday,22,13.051818181818179,2.647727272727273,2022,10
Monday,23,9.376363636363637,2.1500000000000004,2022,10
Saturday,0,10.007826086956518,2.648695652173913,2022,10
Saturday,1,8.422500000000001,2.188888888888889,2022,10
Saturday,2,8.077441860465116,1.8223255813953485,2022,10
Saturday,3,9.593541666666663,2.2227083333333333,2022,10
Saturday,4,9.314,2.184799999999999,2022,10
Saturday,5,9.631632653061224,1.729591836734694,2022,10
Saturday,6,8.229183673469388,1.266122448979592,2022,10
Saturday,7,9.444897959183674,1.3883673469387756,2022,10
