dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,8.596222222222222,2.823333333333333,2022,2
Friday,1,8.661136363636361,2.998181818181818,2022,2
Friday,2,8.151136363636361,2.4347727272727266,2022,2
Friday,3,8.074666666666669,1.923111111111111,2022,2
Friday,4,7.917872340425533,2.3312765957446806,2022,2
Friday,5,8.403913043478259,2.641739130434783,2022,2
Friday,6,9.147959183673468,3.1789795918367343,2022,2
Friday,7,8.209782608695651,3.282173913043478,2022,2
Friday,8,9.59586956521739,3.7906521739130428,2022,2
Friday,9,8.748125,3.0189583333333325,2022,2
Friday,10,9.87073170731707,2.570731707317073,2022,2
Friday,11,8.98078947368421,2.2134210526315794,2022,2
Friday,12,7.443421052631576,1.7515789473684216,2022,2
Friday,13,6.293953488372093,1.5502325581395349,2022,2
Friday,14,5.909183673469388,1.5571428571428572,2022,2
Friday,15,8.662765957446805,2.052978723404255,2022,2
Friday,16,9.930697674418603,2.5020930232558145,2022,2
Friday,17,14.24604166666667,3.8341666666666665,2022,2
Friday,18,10.754999999999999,3.3099999999999996,2022,2
Friday,19,36.09708333333333,15.22875,2022,2
Friday,20,13.469565217391308,4.772608695652175,2022,2
Friday,21,7.840833333333332,2.6200000000000006,2022,2
Friday,22,12.42652173913044,6.288695652173911,2022,2
Friday,23,8.095652173913043,2.789565217391304,2022,2
Monday,0,14.873589743589742,4.209999999999999,2022,2
Monday,1,10.295,2.746818181818181,2022,2
Monday,2,10.310256410256406,2.118461538461539,2022,2
Monday,3,10.840731707317074,2.1426829268292678,2022,2
Monday,4,10.667708333333332,1.929375,2022,2
Monday,5,10.618723404255318,2.14468085106383,2022,2
Monday,6,11.82693877551021,2.384897959183674,2022,2
Monday,7,11.864897959183674,2.8577551020408167,2022,2
Monday,8,15.167142857142853,4.058163265306123,2022,2
Monday,9,12.033673469387757,2.8446938775510198,2022,2
Monday,10,11.97425,2.43775,2022,2
Monday,11,10.614473684210529,2.189736842105263,2022,2
Monday,12,10.56625,1.9164999999999999,2022,2
Monday,13,9.076744186046513,1.816279069767442,2022,2
Monday,14,7.1591111111111125,1.6566666666666663,2022,2
Monday,15,3.6541999999999994,1.1130000000000002,2022,2
Monday,16,5.09795918367347,1.606530612244898,2022,2
Monday,17,5.7834693877551,1.736530612244899,2022,2
Monday,18,8.130204081632652,2.460816326530612,2022,2
Monday,19,9.605227272727271,2.4347727272727266,2022,2
Monday,20,9.04061224489796,2.1095918367346935,2022,2
Monday,21,8.852553191489362,2.2061702127659575,2022,2
Monday,22,8.982954545454545,2.117727272727273,2022,2
Monday,23,9.602380952380955,2.270238095238095,2022,2
Saturday,0,6.78608695652174,1.9891304347826084,2022,2
Saturday,1,7.31625,2.0325,2022,2
Saturday,2,8.830434782608695,2.4208695652173917,2022,2
Saturday,3,10.817916666666667,2.7754166666666666,2022,2
Saturday,4,14.485416666666664,4.7725,2022,2
Saturday,5,10.257083333333332,1.9362500000000002,2022,2
Saturday,6,9.622500000000002,1.7137500000000003,2022,2
Saturday,7,8.1425,1.7112500000000004,2022,2
Saturday,8,9.8664,1.8372,2022,2
Saturday,9,8.723749999999999,1.6312500000000005,2022,2
Saturday,10,7.824999999999999,1.5094444444444444,2022,2
Saturday,11,4.215882352941177,1.1676470588235293,2022,2
Saturday,12,5.434999999999999,1.38,2022,2
Saturday,13,7.537826086956522,1.5856521739130434,2022,2
Saturday,14,11.26782608695652,2.3156521739130436,2022,2
Saturday,15,13.967037037037036,2.56037037037037,2022,2
Saturday,16,13.693823529411763,2.598823529411764,2022,2
Saturday,17,12.25590909090909,2.471818181818182,2022,2
Saturday,18,12.098085106382978,2.5472340425531907,2022,2
Saturday,19,11.598478260869568,2.402173913043478,2022,2
Saturday,20,13.886976744186047,2.8141860465116277,2022,2
Saturday,21,13.687142857142861,2.7767346938775512,2022,2
Saturday,22,13.837346938775516,2.6471428571428572,2022,2
Saturday,23,15.207916666666671,2.874791666666667,2022,2
Sunday,0,15.590416666666668,2.7808333333333337,2022,2
Sunday,1,14.598541666666668,2.61375,2022,2
Sunday,2,13.44851063829787,2.54,2022,2
Sunday,3,13.18591836734694,2.326938775510204,2022,2
Sunday,4,15.480000000000004,2.4650000000000003,2022,2
Sunday,5,12.176595744680853,2.131914893617021,2022,2
Sunday,6,18.332200000000004,2.9246,2022,2
Sunday,7,18.247499999999995,2.8939583333333325,2022,2
Sunday,8,15.081874999999997,2.608333333333333,2022,2
Sunday,9,9.655714285714284,2.1228571428571423,2022,2
Sunday,10,13.605384615384615,3.5161538461538466,2022,2
Sunday,11,9.025999999999998,2.0717142857142856,2022,2
Sunday,12,6.481999999999999,1.8111428571428576,2022,2
Sunday,13,8.320930232558137,2.0697674418604652,2022,2
Sunday,14,10.978367346938777,2.2163265306122444,2022,2
Sunday,15,9.7262,2.1450000000000005,2022,2
Sunday,16,5.367499999999999,1.5497916666666667,2022,2
Sunday,17,8.736800000000002,1.8638,2022,2
Sunday,18,11.250612244897964,2.366326530612245,2022,2
Sunday,19,11.95285714285714,3.7104081632653063,2022,2
Sunday,20,20.427346938775514,8.05877551020408,2022,2
Sunday,21,14.215510204081632,5.390612244897959,2022,2
Sunday,22,13.180408163265309,3.409591836734694,2022,2
Sunday,23,11.549787234042551,2.4870212765957445,2022,2
Thursday,0,22.561690140845073,4.591267605633802,2022,2
Thursday,1,21.95705882352942,3.7377941176470593,2022,2
Thursday,2,18.3641935483871,3.2458064516129035,2022,2
Thursday,3,15.367164179104472,2.776268656716417,2022,2
Thursday,4,15.268333333333334,2.6123333333333334,2022,2
Thursday,5,15.861785714285716,2.7410714285714284,2022,2
Thursday,6,11.351323529411765,2.3227941176470597,2022,2
Thursday,7,9.312571428571426,2.4359999999999995,2022,2
Thursday,8,9.146521739130435,2.166376811594202,2022,2
Thursday,9,8.390147058823528,1.9983823529411762,2022,2
Thursday,10,8.648305084745763,2.173898305084746,2022,2
Thursday,11,10.627666666666666,2.237166666666666,2022,2
Thursday,12,8.865499999999999,1.8843333333333334,2022,2
Thursday,13,8.23681818181818,1.856818181818182,2022,2
Thursday,14,8.916176470588237,1.8974999999999995,2022,2
Thursday,15,11.744202898550727,2.2417391304347825,2022,2
Thursday,16,15.018750000000002,2.829027777777777,2022,2
Thursday,17,13.514090909090909,2.7466666666666666,2022,2
Thursday,18,11.396086956521737,2.5617391304347827,2022,2
Thursday,19,14.49279411764706,3.3579411764705887,2022,2
Thursday,20,14.35472972972973,3.47,2022,2
Thursday,21,13.161126760563377,2.899718309859155,2022,2
Thursday,22,12.72571428571428,3.3534285714285708,2022,2
Thursday,23,14.14173913043478,3.293188405797102,2022,2
Tuesday,0,10.850140845070422,2.1402816901408457,2022,2
Tuesday,1,10.631267605633804,2.2609859154929572,2022,2
Tuesday,2,11.390144927536232,2.581449275362318,2022,2
Tuesday,3,12.15835616438356,2.818356164383562,2022,2
Tuesday,4,11.810422535211268,2.3914084507042244,2022,2
Tuesday,5,9.661304347826087,2.110289855072464,2022,2
Tuesday,6,10.232361111111109,2.616388888888889,2022,2
Tuesday,7,12.894637681159418,3.477101449275361,2022,2
Tuesday,8,13.998082191780822,4.1363013698630136,2022,2
Tuesday,9,8.456562499999999,2.432187500000001,2022,2
Tuesday,10,6.510655737704917,1.8714754098360658,2022,2
Tuesday,11,6.024193548387097,1.835806451612904,2022,2
Tuesday,12,6.399104477611941,1.9473134328358208,2022,2
Tuesday,13,6.867462686567164,2.0429850746268654,2022,2
Tuesday,14,8.79735294117647,2.238529411764705,2022,2
Tuesday,15,13.989242424242423,2.8039393939393924,2022,2
Tuesday,16,19.094647887323955,3.3688732394366205,2022,2
Tuesday,17,18.45942028985508,3.3395652173913044,2022,2
Tuesday,18,17.465000000000003,4.718857142857141,2022,2
Tuesday,19,13.937323943661971,4.176760563380281,2022,2
Tuesday,20,13.996027397260274,4.3432876712328765,2022,2
Tuesday,21,13.568888888888889,4.839027777777776,2022,2
Tuesday,22,9.60861111111111,3.4134722222222225,2022,2
Tuesday,23,9.324347826086955,3.314057971014492,2022,2
Wednesday,0,7.192499999999997,2.6770833333333344,2022,2
Wednesday,1,6.0566666666666675,2.3640579710144936,2022,2
Wednesday,2,7.997428571428574,2.3639999999999994,2022,2
Wednesday,3,11.978636363636364,2.6195454545454546,2022,2
Wednesday,4,15.80102941176471,2.7208823529411768,2022,2
Wednesday,5,24.79058823529412,3.8150000000000004,2022,2
Wednesday,6,21.21055555555556,3.656388888888889,2022,2
Wednesday,7,23.794626865671642,3.736119402985074,2022,2
Wednesday,8,22.167222222222225,3.73986111111111,2022,2
Wednesday,9,22.087428571428568,3.967571428571428,2022,2
Wednesday,10,10.22966666666667,2.3683333333333336,2022,2
Wednesday,11,4.992456140350878,1.2822807017543862,2022,2
Wednesday,12,6.114038461538461,1.4421153846153851,2022,2
Wednesday,13,7.877017543859649,1.7414035087719297,2022,2
Wednesday,14,8.891323529411766,2.1832352941176474,2022,2
Wednesday,15,8.044714285714283,2.100857142857143,2022,2
Wednesday,16,9.671969696969695,2.6536363636363625,2022,2
Wednesday,17,12.32942028985507,4.290144927536233,2022,2
Wednesday,18,19.70898550724638,6.072608695652174,2022,2
Wednesday,19,16.488225806451613,4.641935483870967,2022,2
Wednesday,20,21.783972602739727,5.5373972602739725,2022,2
Wednesday,21,20.937285714285718,4.3638571428571415,2022,2
Wednesday,22,22.67117647058824,4.29029411764706,2022,2
Wednesday,23,22.702647058823533,4.255735294117647,2022,2
