dayOfWeek,hourOfDay,P1,P2,year,month
Monday,0,2.8000000000000003,1.2,2021,8
Monday,1,2.4,1.17,2021,8
Monday,2,1.75,1.145,2021,8
Monday,3,1.2,0.6599999999999999,2021,8
Monday,4,1.4,0.865,2021,8
Monday,5,2.6500000000000004,1.515,2021,8
Monday,6,3.15,1.875,2021,8
Monday,7,5.95,3.375,2021,8
Monday,8,3.75,2.565,2021,8
Monday,9,3.5,1.89,2021,8
Monday,10,2.05,1.26,2021,8
Monday,11,1.6,1.025,2021,8
Monday,12,2.3,1.075,2021,8
Monday,13,1.55,0.75,2021,8
Monday,14,1.0,0.615,2021,8
Monday,15,1.5,0.675,2021,8
Monday,16,1.2,0.765,2021,8
Monday,17,1.0333333333333334,0.7200000000000001,2021,8
Monday,18,1.25,0.7,2021,8
Monday,19,1.15,0.485,2021,8
Monday,20,1.3,0.79,2021,8
Monday,21,1.05,0.8300000000000001,2021,8
Monday,22,3.2,1.5,2021,8
Monday,23,1.6,1.08,2021,8
Sunday,0,1.0,0.5900000000000001,2021,8
Sunday,1,0.6,0.54,2021,8
Sunday,2,1.75,0.9650000000000001,2021,8
Sunday,3,1.35,0.94,2021,8
Sunday,4,1.3,0.94,2021,8
Sunday,5,1.65,1.06,2021,8
Sunday,6,1.35,0.825,2021,8
Sunday,7,1.2333333333333334,0.7166666666666667,2021,8
Sunday,8,1.2999999999999998,0.815,2021,8
Sunday,9,3.65,2.06,2021,8
Sunday,10,0.75,0.39999999999999997,2021,8
Sunday,12,1.05,0.685,2021,8
Sunday,13,0.8,0.42,2021,8
Sunday,14,0.9,0.425,2021,8
Sunday,15,0.7,0.4,2021,8
Sunday,16,1.5,0.725,2021,8
Sunday,17,1.5999999999999999,0.645,2021,8
Sunday,18,1.65,0.615,2021,8
Sunday,19,1.35,0.74,2021,8
Sunday,20,1.6,0.9,2021,8
Sunday,21,2.3,1.47,2021,8
Sunday,22,2.8,1.17,2021,8
Sunday,23,1.55,1.005,2021,8
