dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,7.643380281690142,2.0761971830985906,2022,8
Friday,1,7.618548387096776,2.2227419354838704,2022,8
Friday,2,9.37703125,2.6260937500000003,2022,8
Friday,3,13.033055555555558,3.1994444444444436,2022,8
Friday,4,18.27164383561644,4.1702739726027405,2022,8
Friday,5,17.3822972972973,4.668108108108109,2022,8
Friday,6,14.497671232876712,3.572602739726026,2022,8
Friday,7,11.073857142857143,2.510428571428572,2022,8
Friday,8,11.877042253521124,2.4602816901408446,2022,8
Friday,9,9.891714285714286,2.298714285714285,2022,8
Friday,10,10.41986301369863,2.5067123287671236,2022,8
Friday,11,11.1121875,2.97171875,2022,8
Friday,12,10.702571428571428,2.7661428571428566,2022,8
Friday,13,10.015211267605634,2.540422535211267,2022,8
Friday,14,7.656351351351351,2.261216216216216,2022,8
Friday,15,7.1620833333333325,2.284583333333333,2022,8
Friday,16,7.432191780821919,2.2539726027397275,2022,8
Friday,17,6.920684931506849,2.0853424657534245,2022,8
Friday,18,7.757142857142857,2.267857142857143,2022,8
Friday,19,8.916666666666666,2.505694444444444,2022,8
Friday,20,10.882567567567566,3.4078378378378367,2022,8
Friday,21,12.70837837837838,3.7818918918918905,2022,8
Friday,22,11.78597222222222,3.378333333333334,2022,8
Friday,23,12.216712328767125,3.8268493150684932,2022,8
Monday,0,6.727666666666666,2.3528333333333338,2022,8
Monday,1,9.984883720930233,4.098139534883722,2022,8
Monday,2,12.380172413793105,5.304655172413794,2022,8
Monday,3,13.616721311475407,5.423934426229509,2022,8
Monday,4,12.660933333333334,5.539199999999998,2022,8
Monday,5,14.286029411764702,6.158088235294118,2022,8
Monday,6,15.574285714285713,6.6925396825396835,2022,8
Monday,7,18.503432835820895,8.096865671641789,2022,8
Monday,8,16.108813559322037,7.116610169491525,2022,8
Monday,9,17.044137931034484,7.123965517241379,2022,8
Monday,10,14.92152542372881,6.97457627118644,2022,8
Monday,11,17.15770491803279,8.870983606557376,2022,8
Monday,12,12.342419354838709,6.050322580645161,2022,8
Monday,13,8.457714285714287,3.142999999999999,2022,8
Monday,14,6.059295774647887,2.690985915492959,2022,8
Monday,15,6.735753424657535,2.8584931506849314,2022,8
Monday,16,6.583857142857142,2.9442857142857144,2022,8
Monday,17,6.982089552238804,3.2313432835820897,2022,8
Monday,18,9.88134328358209,4.588208955223881,2022,8
Monday,19,9.93828125,4.621875000000001,2022,8
Monday,20,14.926923076923073,6.479076923076923,2022,8
Monday,21,11.45576923076923,5.2775,2022,8
Monday,22,14.038787878787877,6.549242424242425,2022,8
Monday,23,15.047083333333335,8.170277777777777,2022,8
Saturday,0,16.837945205479453,4.792191780821917,2022,8
Saturday,1,13.779565217391305,4.516521739130436,2022,8
Saturday,2,15.787101449275365,5.522608695652172,2022,8
Saturday,3,16.832054794520545,5.837671232876711,2022,8
Saturday,4,16.435068493150688,5.828904109589041,2022,8
Saturday,5,16.89760563380282,5.8316901408450725,2022,8
Saturday,6,15.557031249999994,5.270156249999999,2022,8
Saturday,7,13.822027027027023,5.162297297297295,2022,8
Saturday,8,19.95472222222222,4.999305555555554,2022,8
Saturday,9,15.014647887323942,4.229014084507042,2022,8
Saturday,10,13.601971830985914,4.0,2022,8
Saturday,11,12.011967213114751,3.6916393442622946,2022,8
Saturday,12,11.480303030303025,3.4687878787878788,2022,8
Saturday,13,9.547777777777776,3.423333333333334,2022,8
Saturday,14,9.685555555555556,3.585694444444444,2022,8
Saturday,15,9.327285714285715,3.568714285714286,2022,8
Saturday,16,9.454307692307692,3.855384615384616,2022,8
Saturday,17,10.557887323943659,4.263521126760562,2022,8
Saturday,18,11.178387096774195,4.505645161290323,2022,8
Saturday,19,13.274782608695654,4.944782608695652,2022,8
Saturday,20,13.77887323943662,4.947887323943661,2022,8
Saturday,21,16.34,5.335945945945945,2022,8
Saturday,22,13.02675675675676,4.128513513513513,2022,8
Saturday,23,11.451944444444447,3.488472222222222,2022,8
Sunday,0,10.436122448979592,4.30408163265306,2022,8
Sunday,1,9.54938775510204,4.04,2022,8
Sunday,2,9.262291666666668,4.093750000000001,2022,8
Sunday,3,9.629387755102043,4.100408163265306,2022,8
Sunday,4,10.770000000000001,4.448222222222221,2022,8
Sunday,5,9.640212765957445,4.1989361702127646,2022,8
Sunday,6,9.777916666666668,4.086458333333335,2022,8
Sunday,7,7.587826086956523,3.255434782608696,2022,8
Sunday,8,6.248222222222221,2.6504444444444437,2022,8
Sunday,9,6.317058823529412,2.569117647058823,2022,8
Sunday,10,6.498750000000001,2.248437499999999,2022,8
Sunday,11,5.234166666666669,1.8961111111111113,2022,8
Sunday,12,4.83942857142857,1.7988571428571427,2022,8
Sunday,13,4.390999999999999,1.8045000000000002,2022,8
Sunday,14,4.556530612244897,1.9267346938775507,2022,8
Sunday,15,4.287708333333334,1.8747916666666662,2022,8
Sunday,16,4.626250000000001,2.03875,2022,8
Sunday,17,6.1906060606060604,2.492424242424242,2022,8
Sunday,18,6.809655172413792,2.59,2022,8
Sunday,19,7.6734285714285715,2.624571428571429,2022,8
Sunday,20,9.749268292682924,3.048780487804877,2022,8
Sunday,21,11.146097560975605,3.9665853658536596,2022,8
Sunday,22,8.902777777777779,3.113055555555556,2022,8
Sunday,23,7.529999999999999,3.1100000000000003,2022,8
Thursday,0,15.241206896551722,4.540517241379311,2022,8
Thursday,1,19.421333333333333,5.185333333333333,2022,8
Thursday,2,21.07410714285714,5.786964285714285,2022,8
Thursday,3,22.77810810810811,6.845945945945946,2022,8
Thursday,4,25.211111111111116,7.910555555555558,2022,8
Thursday,5,30.513214285714287,8.00375,2022,8
Thursday,6,19.480967741935483,6.153709677419353,2022,8
Thursday,7,16.102786885245905,5.203606557377049,2022,8
Thursday,8,12.132407407407404,3.9116666666666666,2022,8
Thursday,9,11.466904761904763,3.625238095238095,2022,8
Thursday,10,8.559999999999997,2.825490196078431,2022,8
Thursday,11,7.285416666666664,2.389583333333333,2022,8
Thursday,12,7.1206666666666685,2.3125000000000004,2022,8
Thursday,13,7.315217391304347,2.397391304347826,2022,8
Thursday,14,5.376911764705881,1.7157352941176471,2022,8
Thursday,15,5.143529411764709,1.8316176470588232,2022,8
Thursday,16,4.655373134328358,1.7677611940298503,2022,8
Thursday,17,5.109242424242424,2.260909090909091,2022,8
Thursday,18,6.4643333333333315,2.608333333333333,2022,8
Thursday,19,9.987142857142855,4.258730158730159,2022,8
Thursday,20,22.87327586206896,11.78793103448276,2022,8
Thursday,21,7.817500000000001,2.8498529411764704,2022,8
Thursday,22,16.367540983606556,6.52327868852459,2022,8
Thursday,23,8.586376811594207,2.965652173913044,2022,8
Tuesday,0,16.6792,9.230400000000001,2022,8
Tuesday,1,19.022131147540982,10.394590163934426,2022,8
Tuesday,2,18.842328767123288,9.752739726027396,2022,8
Tuesday,3,22.590410958904116,11.45945205479452,2022,8
Tuesday,4,23.582,12.350933333333336,2022,8
Tuesday,5,27.722112676056337,13.283239436619716,2022,8
Tuesday,6,28.337,14.964,2022,8
Tuesday,7,22.28533333333333,10.43333333333333,2022,8
Tuesday,8,20.737945205479452,9.810821917808221,2022,8
Tuesday,9,18.318888888888896,8.826527777777777,2022,8
Tuesday,10,23.6325,11.264411764705883,2022,8
Tuesday,11,28.482931034482764,13.154655172413792,2022,8
Tuesday,12,24.205571428571435,10.928428571428572,2022,8
Tuesday,13,23.629428571428573,10.43257142857143,2022,8
Tuesday,14,22.378888888888902,9.549305555555556,2022,8
Tuesday,15,21.455810810810814,8.074324324324325,2022,8
Tuesday,16,21.771756756756766,9.919729729729731,2022,8
Tuesday,17,19.789315068493153,10.009726027397258,2022,8
Tuesday,18,17.682837837837837,8.969594594594597,2022,8
Tuesday,19,19.52986486486487,9.421216216216216,2022,8
Tuesday,20,26.23567567567568,12.194999999999999,2022,8
Tuesday,21,20.88068493150685,9.313835616438354,2022,8
Tuesday,22,18.12726027397261,7.0171232876712315,2022,8
Tuesday,23,17.80611111111111,6.726111111111108,2022,8
Wednesday,0,18.23763888888889,8.076805555555556,2022,8
Wednesday,1,24.398730158730157,11.478095238095236,2022,8
Wednesday,2,27.517323943661985,13.405492957746477,2022,8
Wednesday,3,27.394166666666663,13.243194444444443,2022,8
Wednesday,4,25.793972602739736,12.512054794520544,2022,8
Wednesday,5,19.205774647887324,8.599154929577466,2022,8
Wednesday,6,12.188524590163933,5.4080327868852445,2022,8
Wednesday,7,10.589999999999998,4.371363636363636,2022,8
Wednesday,8,10.635740740740742,3.367037037037036,2022,8
Wednesday,9,10.026530612244898,4.0948979591836725,2022,8
Wednesday,10,11.0231914893617,4.430212765957446,2022,8
Wednesday,11,10.864411764705883,3.7350000000000003,2022,8
Wednesday,12,10.57818181818182,3.648909090909092,2022,8
Wednesday,13,8.094558823529413,2.54,2022,8
Wednesday,14,7.737714285714282,2.6569999999999996,2022,8
Wednesday,15,8.287945205479451,2.9273972602739726,2022,8
Wednesday,16,7.888904109589043,2.794794520547945,2022,8
Wednesday,17,8.454516129032259,2.5704838709677427,2022,8
Wednesday,18,11.119830508474573,3.928305084745763,2022,8
Wednesday,19,17.543599999999994,5.1342,2022,8
Wednesday,20,12.133928571428568,3.302499999999999,2022,8
Wednesday,21,12.721777777777781,3.1739999999999995,2022,8
Wednesday,22,14.144754098360652,3.4888524590163934,2022,8
Wednesday,23,12.569264705882356,3.2585294117647057,2022,8
