dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,15.422022471910122,6.159775280898878,2021,12
Friday,1,13.571304347826095,5.547717391304347,2021,12
Friday,2,12.833894736842108,4.766842105263157,2021,12
Friday,3,11.382365591397852,4.10752688172043,2021,12
Friday,4,8.70063157894737,3.4250526315789442,2021,12
Friday,5,9.384583333333333,3.4456249999999984,2021,12
Friday,6,18.79031578947368,4.307894736842106,2021,12
Friday,7,15.323936170212768,5.75712765957447,2021,12
Friday,8,22.732371134020624,7.502783505154636,2021,12
Friday,9,25.950106382978728,9.181382978723406,2021,12
Friday,10,31.489615384615398,9.143205128205128,2021,12
Friday,11,26.477922077922084,7.6954545454545435,2021,12
Friday,12,22.83736842105264,7.441929824561403,2021,12
Friday,13,17.27924050632911,6.876455696202533,2021,12
Friday,14,15.93025641025641,6.434230769230767,2021,12
Friday,15,17.681707317073172,7.276707317073166,2021,12
Friday,16,16.09373626373627,6.890109890109892,2021,12
Friday,17,21.006842105263157,8.618842105263154,2021,12
Friday,18,29.056063829787234,11.58,2021,12
Friday,19,32.444835164835155,12.534945054945053,2021,12
Friday,20,37.85300000000002,12.976888888888896,2021,12
Friday,21,37.94402173913044,14.502717391304353,2021,12
Friday,22,45.61946808510639,14.642659574468084,2021,12
Friday,23,32.94137931034483,14.568620689655178,2021,12
Monday,0,10.97289855072464,4.153768115942029,2021,12
Monday,1,13.051406250000001,5.14515625,2021,12
Monday,2,11.024927536231887,4.0111594202898555,2021,12
Monday,3,6.821492537313429,2.310746268656717,2021,12
Monday,4,7.3737142857142866,2.369714285714285,2021,12
Monday,5,6.462857142857141,2.1659999999999995,2021,12
Monday,6,5.294545454545457,1.7934848484848482,2021,12
Monday,7,4.655230769230769,1.7641538461538462,2021,12
Monday,8,4.985384615384615,1.7136923076923074,2021,12
Monday,9,5.971803278688526,2.159508196721312,2021,12
Monday,10,4.84910447761194,1.5158208955223882,2021,12
Monday,11,4.604912280701756,1.4733333333333332,2021,12
Monday,12,5.701818181818181,1.6913636363636364,2021,12
Monday,13,5.822040816326531,2.166734693877551,2021,12
Monday,14,5.371851851851853,2.1568518518518514,2021,12
Monday,15,5.208260869565216,2.054927536231884,2021,12
Monday,16,5.682656249999997,2.3273437500000003,2021,12
Monday,17,7.709333333333334,3.031333333333333,2021,12
Monday,18,10.996865671641787,4.101194029850745,2021,12
Monday,19,11.16742424242424,4.0662121212121205,2021,12
Monday,20,12.411884057971015,4.204492753623189,2021,12
Monday,21,14.082121212121207,3.7560606060606054,2021,12
Monday,22,12.69797101449275,3.1707246376811598,2021,12
Monday,23,13.513142857142855,3.3632857142857135,2021,12
Saturday,0,32.65698924731183,14.832258064516134,2021,12
Saturday,1,31.202934782608708,14.019891304347833,2021,12
Saturday,2,28.53538461538463,12.89274725274725,2021,12
Saturday,3,21.067634408602157,8.916129032258064,2021,12
Saturday,4,17.44602150537635,7.2168817204301074,2021,12
Saturday,5,21.60287234042554,6.640319148936172,2021,12
Saturday,6,18.570206185567013,5.271030927835049,2021,12
Saturday,7,15.786666666666674,4.371770833333334,2021,12
Saturday,8,19.026382978723408,5.152127659574466,2021,12
Saturday,9,24.23400000000001,6.9013333333333335,2021,12
Saturday,10,19.56067567567568,5.615270270270272,2021,12
Saturday,11,16.83207317073171,5.695121951219514,2021,12
Saturday,12,14.541351351351347,5.448243243243244,2021,12
Saturday,13,14.137682926829267,5.582073170731707,2021,12
Saturday,14,11.709620253164557,4.756708860759494,2021,12
Saturday,15,12.466206896551721,5.477701149425288,2021,12
Saturday,16,12.993854166666665,6.3015625,2021,12
Saturday,17,15.979354838709678,6.8737634408602135,2021,12
Saturday,18,15.613225806451615,6.78731182795699,2021,12
Saturday,19,19.331413043478264,7.284673913043478,2021,12
Saturday,20,15.217894736842105,6.540842105263155,2021,12
Saturday,21,16.75967032967033,6.758131868131867,2021,12
Saturday,22,17.735000000000003,7.16336956521739,2021,12
Saturday,23,18.230909090909094,6.931704545454547,2021,12
Sunday,0,19.607464788732404,5.861267605633804,2021,12
Sunday,1,16.123134328358205,5.053880597014925,2021,12
Sunday,2,10.912794117647058,3.5122058823529416,2021,12
Sunday,3,10.489285714285712,3.2485714285714287,2021,12
Sunday,4,11.08814285714286,2.7027142857142863,2021,12
Sunday,5,8.008115942028985,1.9792753623188404,2021,12
Sunday,6,6.285915492957746,1.4988732394366189,2021,12
Sunday,7,8.06450704225352,1.5745070422535208,2021,12
Sunday,8,9.156901408450697,1.8723943661971834,2021,12
Sunday,9,7.500508474576271,2.026610169491525,2021,12
Sunday,10,6.97574074074074,1.7675925925925928,2021,12
Sunday,11,5.874150943396228,2.141509433962264,2021,12
Sunday,12,6.298648648648649,2.4586486486486487,2021,12
Sunday,13,8.153076923076922,3.262307692307692,2021,12
Sunday,14,7.397884615384614,2.6996153846153845,2021,12
Sunday,15,10.89941176470588,3.6527941176470584,2021,12
Sunday,16,13.817619047619045,4.550634920634922,2021,12
Sunday,17,15.604999999999995,5.40551724137931,2021,12
Sunday,18,17.205606060606065,6.418939393939394,2021,12
Sunday,19,11.215882352941176,4.309558823529413,2021,12
Sunday,20,12.142535211267607,4.695915492957745,2021,12
Sunday,21,12.609558823529415,4.720735294117649,2021,12
Sunday,22,13.30211267605634,4.953521126760562,2021,12
Sunday,23,12.101846153846152,4.5538461538461545,2021,12
Thursday,0,17.225384615384616,6.580659340659341,2021,12
Thursday,1,17.961521739130436,6.976086956521738,2021,12
Thursday,2,20.798152173913046,7.331630434782611,2021,12
Thursday,3,26.249784946236563,8.726021505376345,2021,12
Thursday,4,29.796562500000007,9.180208333333333,2021,12
Thursday,5,33.06742268041238,8.690309278350513,2021,12
Thursday,6,34.726562499999986,8.495937500000002,2021,12
Thursday,7,31.489479166666673,8.058125,2021,12
Thursday,8,28.588969072164957,8.015051546391753,2021,12
Thursday,9,20.75372340425533,6.781808510638297,2021,12
Thursday,10,14.259761904761902,4.945714285714285,2021,12
Thursday,11,8.746111111111112,3.1100000000000008,2021,12
Thursday,12,9.005806451612903,3.4637096774193545,2021,12
Thursday,13,9.964722222222218,3.669166666666666,2021,12
